手机名称,价格(￥),运行内存,电池容量,机身颜色,前置摄像头像素,后置摄像头像素,url
三星（SAMSUNG） Galaxy C8（C7100）全网通4G智能手机 双卡双待 墨玉黑（3G+32G）,1699.00,32GB,3000mAh-3999mAh,"枫叶金（3G+32G）,墨玉黑（3G+32G）,蔷薇粉（3G+32G）,墨玉黑（4G+64G）,蔷薇粉（4G+64G）",1600万及以上,1200万-1999万,https://item.jd.com/25624190234.html
三星（SAMSUNG）Galaxy S7,2424.00,32GB,3000mAh-3999mAh,"雪晶白,铂光金,钛泽银,星钻黑",500万-799万,1200万-1999万,https://item.jd.com/10469321209.html
Samsung/三星 GT-E1200R老人机手机 手机老人机移动 手机联通直板,178.00,N/A,1200mAh以下,N/A,N/A,N/A,https://item.jd.com/1988250758.html
三星（SAMSUNG） 现货  NOTE8 智能4G手机 谜夜黑 现货 6G+128G 双卡全网通 港版,5498.00,64GB,3000mAh-3999mAh,"谜夜黑,旷野灰,星河蓝,芭比粉",800万-1599万,1200万-1999万,https://item.jd.com/1995734794.html
三星（SAMSUNG） Galaxy J3 J3300 全网通4G 智能老人机手机 雪夜黑 （3G+32G）,1099.00,32GB,2000mAh-2999mAh,"流沙金,雪夜黑",500万-799万,1200万-1999万,https://item.jd.com/13018555500.html
三星（SAMSUNG） Galaxy On5(G5510)  移动联通电信4G双卡手机 流沙金 全网通青春版(2G+16G),899.00,16GB,2000mAh-2999mAh,"流沙金,嫣霞粉",500万-799万,N/A,https://item.jd.com/13728554049.html
三星（SAMSUNG） J3（SM-J3300）手机 流沙金 全网通(3G+32G),906.00,N/A,N/A,"流沙金,凝霜蓝,嫣霞粉,雪夜黑",N/A,N/A,https://item.jd.com/24013619751.html
三星（SAMSUNG） Samsung/三星 SM-G9298  2017商务翻盖手机 臻尚黑,11888.00,64GB,2000mAh-2999mAh,黑色系,N/A,1200万-1999万,https://item.jd.com/25381653681.html
SAMSUNG 三星 G9298 领世旗舰8 大器5 双屏翻盖智能手机 双卡双待 黑色 移动联通双4G(4G+64G),10288.00,N/A,N/A,N/A,N/A,N/A,https://item.jd.com/19922888662.html
三星（Samsung）E-1220直板老人手机移动男女性小巧长待机大声大字 黑色,99.00,N/A,1200mAh以下,N/A,无,N/A,https://item.jd.com/1988259113.html
三星（SAMSUNG）Galaxy S7 edge,3398.00,32GB,3000mAh-3999mAh,"金色,白色,银色,黑色,蓝色,粉色",500万-799万,N/A,https://item.jd.com/1976303078.html
三星（SAMSUNG）W2018,21666.00,64GB,2000mAh-2999mAh,"雅金(6GB RAM+64GB ROM),尊铂(6GB RAM+256GB ROM)",500万-799万,1200万-1999万,https://item.jd.com/23459900014.html
三星（SAMSUNG）W2017,9028.00,64GB,2000mAh-2999mAh,"金色,黑色",1600万及以上,1200万-1999万,https://item.jd.com/11027840561.html
三星（SAMSUNG） 移动联通三星 GT-E1200R直板按键学生老人机备用手机,199.00,8GB以下,1200mAh以下,N/A,无,无,https://item.jd.com/20856141316.html
三星（SAMSUNG） 老年人手机 长续航备用功能小手机直板按键学生耐用电信手机天翼 三星 B309i（储存1000联系人）,258.00,N/A,N/A,"送卡套、支架,三星 B309（储存500联系人）,三星 B309i（储存1000联系人）,三星 E329（彩屏大声长续航）,三星 E339（支持QQ、UC浏览器）",N/A,N/A,https://item.jd.com/23102725802.html
三星（SAMSUNG）Galaxy C7 pro,1868.00,64GB,3000mAh-3999mAh,"蔷薇粉,枫叶金,苍海蓝",1600万及以上,1200万-1999万,https://item.jd.com/12085725773.html
三星（SAMSUNG） S9/S9+ 手机 港版/海外版 全网通4G面部虹膜识 预售新品 紫色 s9+ 预售 256G,6999.00,N/A,N/A,"黑色 s9 预售,紫色 s9 预售,黑色 s9+ 预售,蓝色 s9+ 预售,紫色 s9+ 预售,黑色版-三代立式无线快充",N/A,N/A,https://item.jd.com/25907775049.html
三星（SAMSUNG） Galaxy On5（G5700）移动联通电信4G手机3+32G 流沙金,1166.00,3GB,2000mAh-2999mAh,"流沙金,嫣霞粉,黑色",800万-1599万,1200万-1999万,https://item.jd.com/13728797501.html
三星（SAMSUNG） Galaxy J3 手机 雪夜黑 全网通(三星J3300) 32GB,918.00,3GB,2000mAh-2999mAh,"流沙金,嫣霞粉,凝霜蓝,雪夜黑",500万-799万,1200万-1999万,https://item.jd.com/15227006253.html
三星（SAMSUNG） 现货 Galaxy S8/S8+ 港版 全网通4G 双曲屏智能手机 谜夜黑6G+128G S8+港版(全网通 双卡）,4898.00,64GB,3000mAh-3999mAh,"谜夜黑 4G+64G,幻紫灰 4G+64G,枫木金 4G+64G,珊瑚蓝 4G+64G,谜夜黑6G+128G,幻紫灰6G+128G,珊瑚蓝6G+128G,瑰丽粉 4G+64G,瑰丽粉 6G+128G,醇酒红6G+128G",800万-1599万,1200万-1999万,https://item.jd.com/1986765673.html
三星（SAMSUNG） GALAXY S8/S8+手机 双曲屏 面部识别虹膜 智能手机 星夜黑 S8+（6GB+128GB）港版双卡全网通4G,5099.00,64GB,3000mAh-3999mAh,"枫叶金,珊瑚蓝,星夜黑,幻紫灰,闺蜜粉",800万-1599万,1200万-1999万,https://item.jd.com/22917171498.html
三星（SAMSUNG） Galaxy C9 Pro(C9000) 移动联通电信4G双卡手机 蔷薇粉 全网通(6G+64G),2299.00,6GB,4000mAh-5999mAh,"枫叶金,蔷薇粉,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/14820811557.html
三星直板按键电信小手机长续航大字体按键大声老人学生功能备用非智能机QQ上网天翼3G 黑色,288.00,N/A,N/A,N/A,N/A,N/A,https://item.jd.com/21119510249.html
三星（Samsung）E-1220直板老人机 移动联通手机 学生手机 男女款小巧型 长待机 黑灰色,99.00,N/A,1200mAh以下,"黑橙色,黑灰色",N/A,N/A,https://item.jd.com/1987551441.html
三星（SAMSUNG）Galaxy S8+,3698.00,64GB,3000mAh-3999mAh,"迷夜黑,幻紫灰,珊瑚蓝,枫叶金,瑰蜜粉,亮银色,勃艮第红,夕雾紫,深蓝色,莱茵蓝",800万-1599万,500万-1199万,https://item.jd.com/1987691744.html
三星（SAMSUNG）w2018,15988.00,64GB,2000mAh-2999mAh,"雅金,典藏尊铂",500万-799万,1200万-1999万,https://item.jd.com/23263152966.html
三星（SAMSUNG） GALAXY S8/S8+手机 双曲屏 面部识别虹膜 智能手机 醇酒红 S8+ (6GB+128GB)港版双卡全网通4G,4938.00,128GB,3000mAh-3999mAh,"枫叶金,幻紫灰,星夜黑,亮银色,珊瑚蓝,瑰蜜粉,醇酒红",1600万及以上,N/A,https://item.jd.com/18608361796.html
三星（Samsung）E-1220直板老人手机移动男女性小巧长待机大声大字 ,99.00,N/A,1200mAh以下,N/A,N/A,N/A,https://item.jd.com/1990175413.html
三星（SAMSUNG）W2017,10200.00,64GB,2000mAh-2999mAh,"尊崇黑 (4GRAM+64GROM),尊贵金 (4GRAM+64GROM)",500万-799万,1200万-1999万,https://item.jd.com/11365542040.html
三星（SAMSUNG） Galaxy On7（G6000）全网通4G 智能老人机手机 金色16G 全网通,1079.00,16GB,3000mAh-3999mAh,"金色16G,金色 8G",500万-799万,1200万-1999万,https://item.jd.com/13018850609.html
三星（SAMSUNG） B309 手机 电信天翼小手机 学生手机 老人手机 直板按键备用 B309 电信 标配,188.00,8GB以下,1200mAh以下,"B309 电信,升级款B309i 安卓接口",无,无,https://item.jd.com/1984145684.html
三星（SAMSUNG） Galaxy C7 Pro(C7010) 移动联通电信4G双卡手机 枫叶金 全网通(4G+64G),1940.00,64GB,3000mAh-3999mAh,"枫叶金,苍海蓝,蔷薇粉",1600万及以上,N/A,https://item.jd.com/15346324934.html
三星（SAMSUNG） W2018 翻盖智能商务手机 全网通4G 雅金 (6GB+64GB）,15600.00,N/A,N/A,"雅金 (6GB+64GB）,尊 铂 (6GB+256GB）",N/A,N/A,https://item.jd.com/23395950356.html
三星（SAMSUNG） 专用补差价链接   请勿单拍,2291.00,支持内存卡,1200mAh以下,N/A,无,无,https://item.jd.com/12904596318.html
三星（SAMSUNG） 三星 SAMSUNG note 8 首台双摄 全面屏智能4G手机 港版三网双卡128G 珊瑚蓝,5468.00,64GB,3000mAh-3999mAh,"Note 7 fe 玛瑙黑,Note 7 fe 珊瑚蓝,港版三网双卡64G 樱花粉,港版三网双卡128G 樱花粉,美版三网单卡64G 旷野灰,美版三网单卡64G 午夜黑,韩版单卡64G移动联通4G 珊瑚蓝,港版三网双卡256G 珊瑚蓝,港版三网双卡256G 午夜黑,港版三网双卡64G 旷野灰,港版三网双卡64G 午夜黑,港版三网双卡128G 旷野灰,港版三网双卡128G 珊瑚蓝,港版三网双卡128G 午夜黑,Galaxy A8+（2018） 黑色,韩版单卡256G移动联通4G 午夜黑,Galaxy A8+（2018） 兰花灰色,Galaxy A8+（2018） 金色",800万-1599万,N/A,https://item.jd.com/1999766011.html
三星（SAMSUNG）Galaxy C5 Pro（C5010）,1699.00,4GB,2000mAh-2999mAh,N/A,1600万及以上,1200万-1999万,https://item.jd.com/24551518895.html
三星（SAMSUNG）Galaxy J3 Pro,899.00,2GB,2000mAh-2999mAh,N/A,500万-799万,500万-1199万,https://item.jd.com/15698845979.html
SAMSUNGGalaxy Note8,6111.00,6GB,3000mAh-3999mAh,"幻月灰,星夜黑,深海蓝,樱花粉",N/A,N/A,https://item.jd.com/22202996121.html
SAMSUNGGalaxy S7 edge,3199.00,支持内存卡,3000mAh-3999mAh,"铂光金,珊瑚蓝,莹钻粉,雪晶白,钛泽银,黑",500万-799万,1200万-1999万,https://item.jd.com/19575818564.html
三星（SAMSUNG） Galaxy S6 Edge+（G9280）移动联通电信4G手机 铂光金 全网通(4G+32G),2799.00,32GB,3000mAh-3999mAh,"金,铂光金,雪晶白,钛泽银",500万-799万,1200万-1999万,https://item.jd.com/25939973955.html
三星（SAMSUNG） Galaxy S9/S9+ 港版双卡双待 全网通4G 智能全曲屏 莱茵蓝 S9+ 双卡 全网通 64GB,5498.00,64GB,3000mAh-3999mAh,"夕雾紫 S9,莱茵蓝 S9,迷夜黑 S9,夕雾紫 S9+,莱茵蓝 S9+,迷夜黑 S9+",800万-1599万,1200万-1999万,https://item.jd.com/25982375576.html
三星（SAMSUNG） 2016版 Galaxy On5(G5510) 全网通 流沙金,849.00,16GB,2000mAh-2999mAh,金色系,500万-799万,1200万-1999万,https://item.jd.com/14947889376.html
三星（SAMSUNG） B309 手机 电信天翼小手机 学生手机 老人手机 直板按键备用 B309 电信 标配,188.00,8GB以下,1200mAh以下,"B309 电信,升级款B309i 安卓接口",无,无,https://item.jd.com/1984145684.html
三星（SAMSUNG） Galaxy C7 Pro(C7010) 移动联通电信4G双卡手机 枫叶金 全网通(4G+64G),1940.00,64GB,3000mAh-3999mAh,"枫叶金,苍海蓝,蔷薇粉",1600万及以上,N/A,https://item.jd.com/15346324934.html
三星（SAMSUNG） W2018 翻盖智能商务手机 全网通4G 雅金 (6GB+64GB）,15600.00,N/A,N/A,"雅金 (6GB+64GB）,尊 铂 (6GB+256GB）",N/A,N/A,https://item.jd.com/23395950356.html
三星（SAMSUNG） 专用补差价链接   请勿单拍,2291.00,支持内存卡,1200mAh以下,N/A,无,无,https://item.jd.com/12904596318.html
三星（SAMSUNG） 三星 SAMSUNG note 8 首台双摄 全面屏智能4G手机 港版三网双卡128G 珊瑚蓝,5468.00,64GB,3000mAh-3999mAh,"Note 7 fe 玛瑙黑,Note 7 fe 珊瑚蓝,港版三网双卡64G 樱花粉,港版三网双卡128G 樱花粉,美版三网单卡64G 旷野灰,美版三网单卡64G 午夜黑,韩版单卡64G移动联通4G 珊瑚蓝,港版三网双卡256G 珊瑚蓝,港版三网双卡256G 午夜黑,港版三网双卡64G 旷野灰,港版三网双卡64G 午夜黑,港版三网双卡128G 旷野灰,港版三网双卡128G 珊瑚蓝,港版三网双卡128G 午夜黑,Galaxy A8+（2018） 黑色,韩版单卡256G移动联通4G 午夜黑,Galaxy A8+（2018） 兰花灰色,Galaxy A8+（2018） 金色",800万-1599万,N/A,https://item.jd.com/1999766011.html
三星（SAMSUNG）Galaxy C5 Pro（C5010）,1699.00,4GB,2000mAh-2999mAh,N/A,1600万及以上,1200万-1999万,https://item.jd.com/24551518895.html
三星（SAMSUNG）Galaxy J3 Pro,899.00,2GB,2000mAh-2999mAh,N/A,500万-799万,500万-1199万,https://item.jd.com/15698845979.html
SAMSUNGGalaxy Note8,6111.00,6GB,3000mAh-3999mAh,"幻月灰,星夜黑,深海蓝,樱花粉",N/A,N/A,https://item.jd.com/22202996121.html
SAMSUNGGalaxy S7 edge,3199.00,支持内存卡,3000mAh-3999mAh,"铂光金,珊瑚蓝,莹钻粉,雪晶白,钛泽银,黑",500万-799万,1200万-1999万,https://item.jd.com/19575818564.html
三星（SAMSUNG） Galaxy S6 Edge+（G9280）移动联通电信4G手机 铂光金 全网通(4G+32G),2799.00,32GB,3000mAh-3999mAh,"金,铂光金,雪晶白,钛泽银",500万-799万,1200万-1999万,https://item.jd.com/25939973955.html
三星（SAMSUNG） Galaxy S9/S9+ 港版双卡双待 全网通4G 智能全曲屏 莱茵蓝 S9+ 双卡 全网通 64GB,5498.00,64GB,3000mAh-3999mAh,"夕雾紫 S9,莱茵蓝 S9,迷夜黑 S9,夕雾紫 S9+,莱茵蓝 S9+,迷夜黑 S9+",800万-1599万,1200万-1999万,https://item.jd.com/25982375576.html
三星（SAMSUNG） 2016版 Galaxy On5(G5510) 全网通 流沙金,849.00,16GB,2000mAh-2999mAh,金色系,500万-799万,1200万-1999万,https://item.jd.com/14947889376.html
三星（SAMSUNG） 三星 SAMSUNG note 8 双摄像光学防抖 智能4G手机 港版三网双卡 谜夜黑64G三码合一 可刷系统,5168.00,支持内存卡,3000mAh-3999mAh,"S9+ 港版 夕雾紫 128G（ 老客户有优惠）,韩版 两网单卡 星河蓝 64G,S9+ 港版 谜夜黑 128G（ 老客户有优惠）,S9+ 港版 莱茵蓝128G（ 老客户有优惠）,港版三网双卡 谜夜黑128G 三码合一 可刷系统,港版三网双卡 星河蓝128g 三码合一 可刷系统,港版三网双卡 旷野灰 128G 三码合一 可刷系统,枫叶金 128G,韩版两网单卡 谜夜黑256 三码合一,韩版 两网单卡 星河蓝 256G皇帝版,港版三网双卡 樱花粉64G 三码合一 可刷系统,港版三网双卡  樱花粉128G 三码合一 可刷系统,韩版 两网单卡  谜夜黑 64GB,韩版 两网网单卡  旷野灰 64GB,港版三网双卡 谜夜黑64G三码合一 可刷系统,港版三网双卡 星河蓝64G三码合一 可刷系统,港版三网双卡 旷野灰64G三码合一 可刷系统,港版 三网双卡枫叶金 64G,港版三网双卡 谜夜黑256G 三码合一 可刷系统,港版三网双卡 星河蓝256G 三码合一 可刷系统,美版三网单卡 矿野灰64G  三码合一 可刷系统,美版三网单卡 谜夜黑64G 三码合一 可刷系统,note补差价",800万-1599万,1200万-1999万,https://item.jd.com/1999754746.html
三星（SAMSUNG） W2016 翻盖智能商务手机 双卡双待 电信4G 尊贵金 (3GRAM+64GROM),5640.00,64GB,2000mAh-2999mAh,"尊崇银(3GRAM+64GROM),尊贵金 (3GRAM+64GROM)",500万-799万,1200万-1999万,https://item.jd.com/11277567982.html
三星（SAMSUNG）Galaxy S8/S9,4028.00,64GB,3000mAh-3999mAh,"S8 枫叶金,S8 幻紫灰,S8 星夜黑,S8 亮银色,S8 珊瑚蓝,S8 瑰蜜粉,S8+ 枫叶金,S8+ 醇酒红,S8+ 幻紫灰,S8+ 星夜黑,S8+ 珊瑚蓝,S8+ 瑰蜜粉,S9 夕雾紫,S9 谜夜黑,S9 莱茵蓝,S9+ 夕雾紫,S9+ 谜夜黑,S9+ 莱茵蓝",800万-1599万,1200万-1999万,https://item.jd.com/1988672513.html
三星（SAMSUNG）SM-C7100,1528.00,32GB,3000mAh-3999mAh,"金色,黑色",1600万及以上,1200万-1999万,https://item.jd.com/16646874081.html
三星（SAMSUNG） Galaxy Note 7 fe 粉丝版Fan Edition 玛瑙黑 限量发售（东南亚版本）,4188.00,N/A,N/A,"玛瑙黑 限量发售（东南亚版本）,珊瑚蓝 限量发售（东南亚版本）",N/A,N/A,https://item.jd.com/25748266475.html
三星（SAMSUNG）Galaxy C5 Pro,1799.00,4GB,2000mAh-2999mAh,"枫叶金,碧湖蓝,墨玉黑",1600万及以上,N/A,https://item.jd.com/11630078851.html
三星（SAMSUNG） 【现货发售】note 8 双摄镜头 全面曲屏 智能4G手机 深海蓝 6GB+128GB 港版双卡全网通4G,5529.00,64GB,3000mAh-3999mAh,"旷野灰,午夜黑,深海蓝,樱花粉",800万-1599万,1200万-1999万,https://item.jd.com/23862058095.html
三星（SAMSUNG） SCH-B309I电信老年手机CDMA天翼迷你学生直板老人机 B309i 9 电信【单电池】,258.00,8GB以下,1200mAh以下,"B309 电信【单电池】,B309i 9 电信【单电池】,B309 电信【双电池】,B309i 电信【双电池】",无,无,https://item.jd.com/20863581325.html
三星（SAMSUNG） GALAXY J3 Pro(J3110) 移动联通4G双卡手机 金色 移动联通(2G+16G),896.00,16GB,2000mAh-2999mAh,"金色,皓月银",500万-799万,500万-1199万,https://item.jd.com/11598582492.html
三星（SAMSUNG） GalaxyJ3（J3300）移动联通电信4G手机 雪夜黑 全网通(3G+32G),918.00,N/A,N/A,"流沙金,雪夜黑,嫣霞粉,凝霜蓝",N/A,N/A,https://item.jd.com/15303377643.html
三星（SAMSUNG）C8,1559.00,32GB,1200mAh以下,"墨玉黑,蔷薇粉,枫叶金",1600万及以上,1200万-1999万,https://item.jd.com/16920869449.html
三星（SAMSUNG） Galaxy C9 Pro（C9000）手机 枫叶金 全网通 6GB+64GB,2299.00,64GB,4000mAh-5999mAh,"枫叶金,墨玉黑,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/18034956790.html
三星（SAMSUNG） 现货 三星 Note8 6GB+64GB 移动联通4G 双卡双待 幻紫灰 6G + 128GB 港版,5699.00,64GB,3000mAh-3999mAh,"谜夜黑,幻紫灰,枫叶金,星河蓝,樱花粉",800万-1599万,1200万-1999万,https://item.jd.com/17259017473.html
三星（SAMSUNG）Galaxy C9 Pro,2488.00,64GB,N/A,"蔷薇粉,枫叶金,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/19862723387.html
三星（SAMSUNG） W2016双卡双待 翻盖智能4G手机 尊贵金 电信4G标配版,4928.00,64GB,2000mAh-2999mAh,"尊贵金,尊崇银",500万-799万,1200万-1999万,https://item.jd.com/10125995359.html
三星（SAMSUNG） 全球购 三星(SAMSUNG) Note8 全网通4G智能手机 谜夜黑色 港版全网通 6GB+128G,5388.00,N/A,3000mAh-3999mAh,"谜夜黑色 美版 单卡 全网通 现货,谜夜黑色 港版全网通,蓝 港版全网通,芭比粉,旷野灰色 港版全网通,旷野灰 美版 单卡 全网通 现货",800万-1599万,1200万-1999万,https://item.jd.com/1978694886.html
三星（SAMSUNG） Galaxy J3 （J3300）手机 流沙金 全网通 3GB+32GB,978.00,32GB,N/A,"流沙金,雪夜黑,嫣霞粉,凝霜蓝",500万-799万,1200万-1999万,https://item.jd.com/19580594262.html
三星（SAMSUNG） Galaxy Folder2 （G1650）全网通4G 翻盖手机 黑色,1699.00,2GB,1200mAh-1999mAh,"黑色,红色,金色,测试品",500万-799万,500万-1199万,https://item.jd.com/16369862649.html
SAMSUNG 三星C7 Pro C7010 4G手机 苍海蓝 全网通(4G+64G),1938.00,8GB以下,N/A,"枫叶金,苍海蓝,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/19653249815.html
三星（Samsung） 老人机电信老人手机直板学生备用机 B309 电信 B309 电信,188.00,N/A,N/A,N/A,N/A,N/A,https://item.jd.com/1997032473.html
三星（SAMSUNG） 三星 SAMSUNG note 8 双摄 全面屏 4G手机 星夜黑 港版-256G(带发票),6299.00,128GB,3000mAh-3999mAh,"幻月灰,星夜黑,深海蓝",800万-1599万,1200万-1999万,https://item.jd.com/17257505148.html
三星（SAMSUNG） 三星 Galaxy C7 Pro 4G手机 双卡双待 全网通 枫叶金 4GB RAM+64GB ROM,1899.00,64GB,3000mAh-3999mAh,"枫叶金,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/13516283494.html
三星Galaxy On5,1229.00,32GB,2000mAh-2999mAh,"流沙金,嫣霞粉",800万-1599万,1200万-1999万,https://item.jd.com/3862338.html
三星（SAMSUNG） 三星 Galaxy Folder2（SM-G1650）翻盖智能手机 琉璃黑 全网通(2G+16G),1706.00,N/A,N/A,"碧玺红,帕托金,琉璃黑",N/A,N/A,https://item.jd.com/24272876123.html
三星（Samsung） 老人手机 C3520老人学生大声音大按键男女款翻盖手机 迷幻粉,388.00,N/A,1200mAh以下,"炫酷黑,时尚白,迷幻粉",N/A,N/A,https://item.jd.com/1996150282.html
三星（SAMSUNG）  SCH-E339电信手机轻巧直板按键长待机老年人手机学生备用机 电信版 E339,299.00,支持内存卡,1200mAh以下,"电信版 E339,电信版 E339（2块电池）",无,500万以下,https://item.jd.com/20890024097.html
SAMSUNG 三星 Galaxy C7 Pro（C7010）全网通手机 枫叶金色 4G+64G,1898.00,64GB,3000mAh-3999mAh,"苍海蓝色,蔷薇粉色,枫叶金色",1600万及以上,1200万-1999万,https://item.jd.com/17421121724.html
三星（SAMSUNG） 三星(SAMSUNG) S8 曲面屏5.8寸/港版/韩版/海外版 港版 双卡 全网通 兰花灰 64GB,4088.00,64GB,3000mAh-3999mAh,"港版 双卡 全网通,韩版 单卡 移动联通,海外版 双卡",800万-1599万,N/A,https://item.jd.com/1986418443.html
三星（SAMSUNG） galaxy s9/s9+全视曲面屏安卓手机 黑色S9 64G（港版）,4979.00,N/A,N/A,"黑色S9,紫色S9,蓝色S9,黑色S9+,紫色S9+,蓝色S9+",800万-1599万,1200万-1999万,https://item.jd.com/25931239308.html
三星（SAMSUNG） 全新S8/S8+ Plus 手机 双曲屏 面部识别虹膜 智能手机 幻紫灰 S8 (4GB+64GB)港版双卡全网通4G,3999.00,128GB,3000mAh-3999mAh,"枫叶金,幻紫灰,星夜黑,亮银色,珊瑚蓝,瑰蜜粉",800万-1599万,1200万-1999万,https://item.jd.com/1995274685.html
SAMSUNG 三星 Galaxy C8（SM-C7100）双卡双待 4G 手机 枫叶金 全网通(3G+32G),1558.00,N/A,N/A,"枫叶金,蔷薇粉,墨玉黑",N/A,N/A,https://item.jd.com/19981588082.html
三星（SAMSUNG）W2017,9038.00,64GB,2000mAh-2999mAh,"金色,黑色",500万-799万,1200万-1999万,https://item.jd.com/11021621506.html
三星（SAMSUNG）Galaxy S8,3760.00,N/A,N/A,"【港版S8】枫木金5.8寸【4G+64G】,【港版S8】玫瑰粉5.8寸【4G+64G】,【港版S8】幻紫灰5.8寸【4G+64G】,【港版S8+】星夜黑6.2寸【4G+64G】,【港版S8+】珊瑚蓝6.2寸【4G+64G】,【港版S8+】幻紫灰6.2寸【4G+64G】,【港版S8+】幻夜黑6.2寸【6G+128G】,【港版S8+】珊瑚蓝6.2寸【6G+128G】,【港版S8+】幻紫灰6.2寸【6G+128G】,【港版S8+】玫瑰粉6.2寸【6G+128G】,【港版S8+】勃艮第红【6G+128G】,【海外版s8】 水晶银5.8寸【4G+64G】,【海外版幻】紫灰5.8寸【4G+64G】,【海外版S8+】珊瑚蓝6.2寸【4G+64G】,【海外版S8+】幻夜黑6.2寸【4G+64G】,【海外版S8+】水晶银6.2寸【4G+64G】,【海外版S8+】幻紫灰6.2寸【4G+64G】,【海外版S8】幻夜黑5.8寸【4G+64G】,【秒杀】海外版S8幻紫灰5.8寸【4G+64G】,【赠品】单拍不发货",800万-1599万,1200万-1999万,https://item.jd.com/25805547821.html
